carretera_id,state_slug,carretera,clave_carretera,ruta,station_count
604,mexico,Amomolulco - Texcalyacac,15059,EM,10
605,mexico,El Monumento - Tingambato,15039,MEX-EM,7
606,mexico,Amomolulco - T. C. (Toluca - Palmillas),15022,EM-036,18
607,mexico,Atlacomulco - Maravatío (Cuota),00018,MEX-015D,15
608,mexico,Ent. Tolman - Cd. Sahagún,00119,EM-009-HGO,5
609,mexico,Ent. La Puerta - San Miguel Totolmaloya,15003,EM-010,6
610,mexico,Chalco - Tláhuac,00170,EM-CDMX,5
611,mexico,Chalco - Mixquic,00171,EM-CDMX,4
612,mexico,Cuadrilla de López - Zacazonapan, ,EM-050,3
613,mexico,Ixtlahuaca de Rayón - Naucalpan,15004,EM-003,13
614,mexico,Jilotepec - Maravillas,00015,EM-HGO,7
615,mexico,Ecatepec - Pirámides (Cuota),15061,MEX-132D,13
616,mexico,Libramiento Norte de la Ciudad de México (Cuota),0902,MEX-055D,57
617,mexico,Ent. Cruz de La Misión - San Nicolás Coatepec,15009,EM-005,3
618,mexico,Los Reyes - Zacatepec,00052,MEX-136,61
619,mexico,Lerma - Tenango (Cuota), ,EM-D,3
620,mexico,México - Querétaro (Cuota),00411,MEX-057-MEX-057D,63
621,mexico,México - Toluca,00447,MEX-015,25
622,mexico,Naucalpan - Toluca,15056,MEX-134,17
623,mexico,Libramiento Sur de Acambay, ,MEX-055,2
624,mexico,Las Juntas - Ixtapan de La Sal,15023,EM-012,5
625,mexico,La Marquesa - Tenango de Arista,15008,EM-006,6
626,mexico,Polotitlán - Taxhie, ,EM-623,3
627,mexico,Puente Grande - San José del Vidrio,15016,EM-021,4
628,mexico,Otumba - Tizayuca,00012,EM-HGO,8
629,mexico,San Bernardino - Tepexpan,15053,MEX-142,12
630,mexico,México - Pachuca (Libre),00431,MEX-085,36
631,mexico,México - Pachuca (Cuota),00432,MEX-085D,17
632,mexico,México - Puebla (Cuota),00450,MEX-150D,62
633,mexico,San Felipe del Progreso - Carmona,15036,EM-003,3
634,mexico,San Alejo - Los Sabinos,15038,EM-007,2
635,mexico,Santo Domingo - T. C. (México - Querétaro),00433,EM-011-HGO,9
636,mexico,Santa Bárbara - Izúcar de Matamoros,00451,MEX-115-160,56
637,mexico,Santiago Tianguistenco - Chalma,15013,EM-004,7
638,mexico,San Pedro Barrientos - Ecatepec,15015,EM,10
639,mexico,Ocoyoacac - Santiago Tianguistenco,15021,EM,9
640,mexico,Santa Elena - Coacalco,15057,EM,4
641,mexico,T. Aut. (Peñón-Texcoco) - Ent. Acolman, ,MEX-136D,4
642,mexico,T. C. (Atlacomulco - Morelia) - Temascalcingo,15019,EM-033,4
643,mexico,T. C. (Chalco - Mixquic) - Temamatla,15075,EM,3
644,mexico,T. C. (Dos Casas - Ixtapan del Oro) - Donato Guerra,15034,EM-057,2
645,mexico,T. C. (El Monumento - Tingambato) - Donato Guerra,15035,EM,2
646,mexico,T. C. (Ixtlahuaca de Rayón - Naucalpan) - Mayorazgo,15067,EM-004,4
647,mexico,T. C. (Ixtlahuaca de Rayón - Naucalpan) - Temoaya,15577,EM,4
648,mexico,T. C. (Los Reyes - El Tephé) - Tianguistongo,15051,EM,4
649,mexico,T. C. (Los Reyes - El Tephé) - Tizayuca,00014,EM-HGO,3
650,mexico,Acambay - San José Ixtapa,15037,EM,3
651,mexico,Atlacomulco - Morelia,00151,EM-005-MEX-126,16
652,mexico,Ent. Jorobas - Tula,00159,MEX-087,7
653,mexico,Chamapa - Lechería (Cuota),15003,MEX-057D,8
654,mexico,La Marquesa - Río Hondo,15007,EM-005,4
655,mexico,Lechería - Apaxco,15018,EM-006,9
656,mexico,Ixtlahuaca de Rayón - San Felipe del Progreso,15005,EM,3
657,mexico,Libramiento Nororiente de Toluca (Cuota), ,EM-D,8
658,mexico,Los Reyes - El Tephé,00021,EM-HGO,20
659,mexico,La Venta - Chamapa (Cuota),15014,EM-D,10
660,mexico,Libramiento Amecameca - Nepantla (Cuota), ,MEX-115D,7
661,mexico,Ramal al Circuito Exterior Mexiquense (Cuota), ,EM-D,8
662,mexico,México - Puebla (Libre),00449,MEX-150,27
663,mexico,San Gregorio - Oaxtepec,00901,MEX-113,11
664,mexico,San Luis Mextepec - Valle de Bravo,15001,EM-001,5
665,mexico,Ramal al AIFA (Cuota), ,MEX-057D,3
666,mexico,Chalco - San Mateo Tezoquiapan,15171,EM,8
667,mexico,Cuautitlán - Zumpango de Ocampo,15020,EM-035,5
668,mexico,Dos Casas - Ixtapan del Oro,15033,EM-002,2
669,mexico,La Marquesa - Lerma (Cuota), ,MEX-015D,5
670,mexico,Nicolás Romero - T. C. (Ixtlahuaca de R. - Naucalpan),15026,EM-043,3
671,mexico,Libramiento de Amecameca, ,MEX-115,3
672,mexico,Ramal a C.I.C.I.T.E.C.,00143,EM,2
673,mexico,Ramal a Valle de Bravo (Cuota), ,EM-D,3
674,mexico,Libramiento San Martín de Las Pirámides, ,MEX-132,7
675,mexico,San Martín de Las Pirámides - San Miguel Atlamajac,15012,EM,3
676,mexico,Jilotepec - San Agustín,15046,EM,3
677,mexico,Mexicalcingo - Xalatlaco,15028,EM-044,6
678,mexico,Peñón - Texcoco (Cuota),15010,MEX-136D,5
679,mexico,Ramal a Base Militar Santa Lucía, ,MEX-085,3
680,mexico,Libramiento de Tlalmanalco de Velázquez, ,MEX-115,4
681,mexico,Santa María Ajoloapan - Tianguistongo,15058,EM,2
682,mexico,México - Toluca (Cuota),00446,MEX-015D,15
683,mexico,T. C. (San Gregorio - Oaxtepec) - Juchitepec,15575,MEX-113,2
684,mexico,T. C. (México - Puebla (Libre)) - San Vicente,15041,EM,5
685,mexico,T. C. (Santa Bárbara - Huajuapan) - Tepetlixpa,15570,EM,7
686,mexico,T. C. (México - Mixquic) - San Pablo Atlazalpan,00044,EM-106-CDMX,3
687,mexico,T. C. (Atlacomulco - Morelia) - San Felipe del Progreso,15006,EM,4
688,mexico,T. C. (Santa Bárbara - Huajuapan) - Tlamacas,15073,MEX-115,4
689,mexico,T. C. (Toluca - Cd. Altamirano) - Valle de Bravo,15572,EM,3
690,mexico,T. C. (Toluca - Morelia) - Almoloya de Juárez,15029,EM-046,3
691,mexico,T. C. (Toluca - Morelia) - San Nicolás Guadalupe, ,EM-383,6
692,mexico,T. C. (Toluca - Palmillas) - Agostadero,15049,EM,2
693,mexico,T. C. (Toluca - Palmillas) - Jocotitlán,15052,EM,4
694,mexico,T. C. (V. Victoria - El Oro de Hidalgo) - Angangueo,00195,EM-003-MICH,4
695,mexico,T. C. (Toluca - Palmillas) - Jiquipilco,15032,EM-053,12
696,mexico,Tecámac - Ent. Atlatongo,15070,EM,3
697,mexico,Tejupilco de Hidalgo - Tlatlaya,15060,EM-008,2
698,mexico,Temascaltepec de González - El Fresno, ,EM-086,4
699,mexico,Temascaltepec de González - Zuluapan, ,EM-071,4
700,mexico,Tenancingo de Degollado - San Andrés Nicolás Bravo,15043,EM,5
701,mexico,Tenancingo - San Simón El Alto,15042,EM,3
702,mexico,Tenancingo - Chalma,15024,EM,3
703,mexico,Tenango del Aire - Amecameca,15074,EM,2
704,mexico,Teoloyucan - Jaltenco,15076,EM,2
705,mexico,Tepexpan - San Juan Teotihuacán,15055,EM,3
706,mexico,Texcaltitlán - Zacualpan,15031,EM-007,3
707,mexico,Texcoco - San Miguel Tlaixpan,15040,EM,4
708,mexico,Tlalnepantla - San Gabriel,15002,EM-005-004,14
709,mexico,Toluca - Axixintla,00122,EM-MEX-055,27
710,mexico,Toluca - Ixtapan de La Sal (Cuota), ,EM-D,4
711,mexico,Toluca - Cd. Altamirano,00020,MEX-134,19
712,mexico,Toluca - Morelia,00448,MEX-015,40
713,mexico,Toluca - Palmillas,00496,EM(D)-MEX-055,41
714,mexico,Toluca - Naucalpan (Cuota), ,EM-D,10
715,mexico,Toluca - Zitácuaro (Cuota), ,EM-D,6
716,mexico,Tres Marías - Santa Martha,00172,MEX-106-EM,4
717,mexico,Ramal al Aeropuerto Internacional Felipe Angeles, ,MEX-085,3
718,mexico,Venta de Carpio - T. C. (Pachuca - Túxpam),00455,MEX-132,27
719,mexico,Via Perimetral AIFA, ,MEX-085,7
720,mexico,Villa del Carbón - Atlacomulco,15011,EM-005,6
721,mexico,Viaducto Bicentenario, ,EM-D,4
722,mexico,Villa Victoria - El Oro de Hidalgo,15025,EM-014-004,3
723,mexico,Xalatlaco - El Ajusco,00017,EM-CDMX,3
724,michoacan,Carapan - Playa Azul,16126,MEX-037,26
725,michoacan,Atlacomulco - Maravatío (Cuota),00018,MEX-015D,15
726,michoacan,Ent. Playa Azul - Manzanillo,00495,MEX-200,30
727,michoacan,Atlacomulco - Morelia,00151,EM-005-MEX-126,16
728,michoacan,Cotija - Emiliano Zapata,16024,MICH,2
729,michoacan,Gabriel Zamora - Dr. Miguel Silva,00032,MICH,2
730,michoacan,Jacona - Buenavista Tomatlán,16016,MICH-016,7
731,michoacan,La Noria - Acámbaro,00131,MEX-120,8
732,michoacan,Cuitzeo - Zináparo,16027,MICH-027,6
733,michoacan,Libramiento de Ciudad Hidalgo, ,MEX-015,3
734,michoacan,Libramiento Poniente de Morelia (Cuota), ,MEX-014D,6
735,michoacan,Jiquilpan - Guadalajara,00429,MEX-015,18
736,michoacan,Ent. Patti - Sahuayo,16181,MEX-110,11
737,michoacan,Morelia - Jiquilpan,16029,MEX-015,38
738,michoacan,Pátzcuaro - Uruapan (Cuota),16011,MEX-014D,11
739,michoacan,Opopeo - Puruarán,16241,MEX-041-MICH,3
740,michoacan,Maravatío - Zapotlanejo (Cuota),00018,MEX-015D,48
741,michoacan,Libramiento Oriente de Zamora, ,MEX-015,4
742,michoacan,Morelia - Salamanca,00124,MEX-043,24
743,michoacan,Nueva Italia - Lázaro Cárdenas (Cuota),00032,MEX-037D,12
744,michoacan,Rinconada - La Piedad,16243,MEX-015,12
745,michoacan,San Juan Tumbio - Cherán,16556,MICH,3
746,michoacan,Quiroga - Tepalcatepec,16125,MEX-120,26
747,michoacan,Acámbaro - Zinapécuaro,00417,MEX-120,3
748,michoacan,T. C. (Carapan - Playa Azul) - Peribán de Ramos,16556,MICH,2
749,michoacan,Apatzingán - Aguililla,16591,MICH,2
750,michoacan,El Temascal - El Limón,16014,MICH,2
751,michoacan,Jiquilpan - Colima,00156,MEX-110,20
752,michoacan,Libramiento de Yurécuaro, ,MEX-110,2
753,michoacan,Irapuato - Zapotlanejo,00114,MEX-090,37
754,michoacan,La Paz - Tepetongo,16557,MICH,3
755,michoacan,Libramiento de la Piedad,280-01,MEX-110D,5
756,michoacan,Pátzcuaro - Uruapan,16484,MEX-014,9
757,michoacan,Morelia - Pátzcuaro,16009,MEX-014,16
758,michoacan,Pátzcuaro - Chupícuaro,16241,MICH,3
759,michoacan,La Piedad - Carapan,16476,MEX-037,7
760,michoacan,Maravatío - Acámbaro,00418,MEX-061,4
761,michoacan,Morelia - Salamanca (Cuota),00124,MEX-043D,13
762,michoacan,Ramal a Infiernillo,16010,MICH-010,2
763,michoacan,El Correo - Lagunillas,16014,MICH,2
764,michoacan,Comanja - Huaniqueo,16024,MICH-024,2
765,michoacan,Libramiento de Uruapan,16425,MICH,4
766,michoacan,Huajúmbaro - San José,16555,MEX-051-120,7
767,michoacan,La Orilla - Las Truchas,16557,MEX-200,5
768,michoacan,Libramiento Norte de la Piedad (Cuota), ,MEX-110D,10
769,michoacan,San Felipe Alzati - Angangueo,16556,MICH-044,2
770,michoacan,Ramal a Coahuayana,16069,MICH-069,2
771,michoacan,T. C. (Toluca - Morelia) - Maravatío,16584,MICH-122,5
772,michoacan,Tepalcatepec - Aquila,16421,MICH,3
773,michoacan,T. C. (Zihuatanejo - La Mira) - Lázaro Cárdenas,16421,MEX-200,4
774,michoacan,Tiripetío - Eréndira,16422,MICH,4
775,michoacan,Tocumbo - Cotija,16042,MICH-042,2
776,michoacan,Toluca - Cd. Altamirano,00020,MEX-134,19
777,michoacan,T. C. (V. Victoria - El Oro de Hidalgo) - Angangueo,00195,EM-003-MICH,4
778,michoacan,Toluca - Morelia,00448,MEX-015,40
779,michoacan,Ucareo - T. C. (Toluca - Morelia),00448,MICH,5
780,michoacan,Uruapan - El Copetiro,00448,MICH,3
781,michoacan,Uruapan - Nueva Italia (Cuota),00032,MEX-037D,8
782,michoacan,Zamora - Vista Hermosa,16242,MEX-035,4
783,michoacan,Zacapu - Villachuato,16039,MICH-039,5
784,michoacan,Zicuirán - Churumuco,16242,MICH,2
785,michoacan,Zihuatanejo - La Mira,00121,MEX-200,25
786,michoacan,Zitácuaro - Cd. Altamirano,16006,MEX-051,8
787,morelos,Atlatlahucan - Tlayacapan,17301,MOR-002,5
788,morelos,Cuernavaca - Acapulco (Cuota),00045,MEX-095D,49
789,morelos,Cuernavaca - Chilpancingo,00042,MEX-095,41
790,morelos,Amayuca - Izúcar de Matamoros,00030,MOR-031-PUE,15
791,morelos,Cuernavaca - Cuautlixco,17199,MEX-138,25
792,morelos,Alpuyeca - Jojutla,17021,MOR-021,8
793,morelos,Amayuca - Tlacotepec,17020,MOR-017,4
794,morelos,Ent. Alpuyeca - Grutas de Cacahuamilpa,00421,MEX-166,11
795,morelos,Ent. C. (Cuernavaca - Acapulco Cuota) - Tepetzingo,00421,MOR,2
796,morelos,Galeana - Cuautla,17004,MOR-004,11
797,morelos,Cuernavaca - Tepoztlán,17198,MEX-162,6
798,morelos,Ent. Chiverías - Ent. El Abanico,17302,MOR,3
799,morelos,Jojutla - Chinameca,17310,MOR,3
800,morelos,Los Alacranes - Ocuituco, ,MOR,2
801,morelos,México - Cuernavaca (Cuota),00041,MEX-095D,16
802,morelos,Libramiento de Cuautla,17309,MEX-160,3
803,morelos,Libramiento de Cuernavaca,17400,MEX-095,21
804,morelos,Ramal a Aeropuerto de Cuernavaca,17250,MOR,2
805,morelos,La Pera - Cuautla (Cuota),17161,MEX-160D,24
806,morelos,Moyotepec - San Rafael,17306,MOR,2
807,morelos,Ramal a Coatetelco,17304,MOR,2
808,morelos,Santa Bárbara - Izúcar de Matamoros,00451,MEX-115-160,56
809,morelos,San Gregorio - Oaxtepec,00901,MEX-113,11
810,morelos,T. C. (México - Cuernavaca (Libre)) - Huitzilac,00451,MOR,2
811,morelos,Coatetelco - Miacatlán, ,MOR,2
812,morelos,Cocoyoc - Oaxtepec,17001,MOR,5
813,morelos,Jantetelco - El Higuerón (Cuota), ,MEX-094D,5
814,morelos,Libramiento Amecameca - Nepantla (Cuota), ,MEX-115D,7
815,morelos,México - Cuernavaca (Libre),00040,MEX-095,18
816,morelos,Michapa - T. C. (Cuernavaca - Chilpancingo),17303,MEX-166,2
817,morelos,Jojutla - El Higuerón,17039,MOR-039,2
818,morelos,Paso por Yautepec,17025,MOR,4
819,morelos,Atlixco - Jantetelco (Cuota),00430,PUE-D,3
820,morelos,Ent. C. (Cuernavaca - Cuautlixco) - Oacalco,00421,MOR,2
821,morelos,Puente de Ixtla - Iguala (Cuota),00043,MEX-091D,8
822,morelos,Ramal a Tetela del Volcán,17010,MOR-010,5
823,morelos,Mazatepec - T. C. Ramal a Michapa, ,MOR,2
824,morelos,Ramal a Jolalpan,00143,MOR-PUE,3
825,morelos,T. C. (Coatetelco - Miacatlán) - Mazatepec, ,MOR,2
826,morelos,Pilares - T. C. (Xoxocotla - Tilzapotla),17008,MOR-008,3
827,morelos,Tehuixtla - Puente de Ixtla,17307,MOR,3
828,morelos,T. C. (San Gregorio - Oaxtepec) - Jojutla,17002,MOR-002,9
829,morelos,Tejalpa - Jojutla,17014,MOR-014,10
830,morelos,Temilpa - Tepalcingo,17009,MOR-009,2
831,morelos,Tepoztlán - Yautepec,17013,MOR-013,2
832,morelos,Tequesquitengo - Jojutla,17013,MOR,3
833,morelos,Tres Marías - Santa Martha,00172,MEX-106-EM,4
834,morelos,Xoxocotla - Tilzapotla,17005,MOR-006,5
835,morelos,Zacatepec - Tlaquiltenango,17300,MOR,2
836,nayarit,Chapalilla - Compostela (Cuota),18004,MEX-068D,5
837,nayarit,Ent. Acaponeta - El Novillero,18023,MEX-015,4
838,nayarit,Guadalajara - Tepic,00031,MEX-015,37
839,nayarit,Ent. Santiago Ixcuintla - Playa Los Corchos,18016,MEX-015,8
840,nayarit,Guadalajara - Tepic (Cuota),00033,MEX-015D,29
841,nayarit,Libramiento de Tepic (Cuota), ,MEX-015D,4
842,nayarit,Ramal a Estación Ruíz,18026,MEX-015,2
843,nayarit,Ramal a Nuevo Aeropuerto de Tepic,18012,MEX-015,2
844,nayarit,Ramal a La Laguna de Santa María,18005,MEX-015,4
845,nayarit,Ramal a Estación Nanchi,18068,MEX-015,2
846,nayarit,Ramal a Ixtapa de La Concepción,18233,NAY,2
847,nayarit,Ramal a Volcán del Ceboruco,18003,NAY,2
848,nayarit,San Blas - Santa Cruz,18230,MEX-015,4
849,nayarit,El Carrizo - La Batanga,18107,NAY-078,3
850,nayarit,Ramal a Acaponeta,18038,MEX-015,3
851,nayarit,Libramiento de Tepic,290,MEX-015D,5
852,nayarit,Ramal a Santa Cruz,18030,MEX-015,2
853,nayarit,Ramal a Punta Mita,18020,MEX-200,3
854,nayarit,Ramal a Bellavista,18059,NAY-059,2
855,nayarit,Ramal a Villa Hidalgo,18031,NAY,2
856,nayarit,Ramal a Estación Yago,18224,NAY,2
857,nayarit,Crucero de San Blas - San Blas,18229,MEX-015,3
858,nayarit,Jala - Las Caleras (Cuota), ,MEX-070D,5
859,nayarit,Ramal a Amado Nervo,18011,NAY,2
860,nayarit,Ramal a Mecatán,18010,MEX-015,2
861,nayarit,Peñitas - Tuxpan,18019,MEX-015,2
862,nayarit,Navarrete - Sauta,18013,NAY-013,2
863,nayarit,Ramal a El Colomo,18014,NAY,4
864,nayarit,Ramal a Milpas Viejas,18007,NAY,2
865,nayarit,Ramal a Tequepexpan,00068,MEX-015D,2
866,nayarit,Tepic - Francisco I. Madero,18009,NAY-MEX-015,3
867,nayarit,Tepic - Presa Aguamilpa,18029,MEX-015,4
868,nayarit,Tepic - Ixtapa de La Concepción,18028,MEX-015,6
869,nayarit,Tepic - Puerto Vallarta (Cuota), ,MEX-200D,10
870,nayarit,Tepic - Mazatlán,00499,MEX-015,43
871,nayarit,Tepic - Puerto Vallarta,296,MEX-200D,35
872,nayarit,Tepic - San Blas (Cuota), ,MEX-D,2
873,nayarit,Tepic - Villa Unión (cuota),00500,MEX-015D,28
874,nuevo leon,Apodaca - Villa Juárez,00087,NL,12
875,nuevo leon,Cadereyta - Reynosa (Cuota),19002,MEX-040D,11
876,nuevo leon,Cadereyta de Jiménez - Doctor González,19473,NL,3
877,nuevo leon,Cd. Benito Juárez - Villa de Santiago,00087,NL,5
878,nuevo leon,Cadereyta de Jiménez - Allende,19009,MEX-009,6
879,nuevo leon,Ciudad Victoria - Monterrey,00462,MEX-085,41
880,nuevo leon,Libramiento Noroeste de Monterrey,19085,MEX-040,14
881,nuevo leon,Gral. Treviño - Villaldama,19003,NL-003,5
882,nuevo leon,China - Méndez,00191,NL-TAM,3
883,nuevo leon,Matehuala - Ent. Puerto México,00405,MEX-057,19
884,nuevo leon,Monterrey - Cadereyta (Cuota),19281,NL-D,6
885,nuevo leon,Monterrey - Colombia,19001,NL-001,13
886,nuevo leon,Monterrey - Nuevo Laredo (Cuota),19086,MEX-085D,16
887,nuevo leon,Monterrey - Nuevo Laredo (Libre),00463,MEX-085,28
888,nuevo leon,Monterrey - Mier,00127,MEX-054,17
889,nuevo leon,Libramiento de China, ,MEX-040,2
890,nuevo leon,Monterrey - Reynosa (Libre),00088,MEX-040,19
891,nuevo leon,Nuevo Laredo - Piedras Negras,00503,MEX-002,13
892,nuevo leon,Salinas Victoria - Ciénega de Flores,19007,NL,3
893,nuevo leon,Monterrey - Castaños,00128,MEX-053,13
894,nuevo leon,Puerto México - La Carbonera (Cuota),00115,MEX-057D,14
895,nuevo leon,Montemorelos - China,19280,MEX-035,4
896,nuevo leon,Santa Rosa - Mezquital,00087,NL,3
897,nuevo leon,Anillo Periférico de Monterrey (Cuota),19004,NL-D,7
898,nuevo leon,Aeropuerto de Monterrey (Cuota), ,NL-D,4
899,nuevo leon,Hacienda Guadalupe - Higueras,19006,NL-006,4
900,nuevo leon,Doctor Arroyo - Mier y Noriega,19088,NL-088,2
901,nuevo leon,Matehuala - La Poza,00086,SLP-029-NL-061,5
902,nuevo leon,Gral. Bravo - Los Aldamas,19030,NL-030,2
903,nuevo leon,Libramiento de Montemorelos,19492,NL,3
904,nuevo leon,Libramiento de Linares,19506,NL,3
905,nuevo leon,Puerto México - La Encantada,05002,MEX-057,4
906,nuevo leon,Paras - Nueva Ciudad Guerrero,00476,MEX-030,3
907,nuevo leon,Linares - Ent. San Roberto,19031,MEX-058,4
908,nuevo leon,Monclova - Estación Candela,00501,COA-030-NL,5
909,nuevo leon,Peña Blanca - Cd. Camargo,00102,NL-TAM,3
910,nuevo leon,Santa Rosa - Salinas Victoria,19037,NL,4
911,nuevo leon,Ramal a Cerralvo,19013,NL-013,3
912,nuevo leon,Palo Alto - Vallecillos,19036,NL,2
913,nuevo leon,Atongo - Lazarillos, ,NL,2
914,nuevo leon,Agualeguas - El Ébano,19004,NL-023,2
915,nuevo leon,Ent. Hacienda del Cielo - T. Der. Cadereyta, ,NL,2
916,nuevo leon,Ent. Huisachito - Nuevo Laredo,00074,NL-001-TAM,4
917,nuevo leon,Libramiento de Dr. González,00127,MEX-054,2
918,nuevo leon,Libramiento Poniente de Cadereyta,19085,NL,2
919,nuevo leon,Los Guerra - Los Herreras,19031,TAM-NL,3
920,nuevo leon,La Unión - El Encadenado, ,MEX,2
921,nuevo leon,Saltillo - Monterrey,00087,MEX-040,18
