plaza_id,state_slug,u1_carretera_id,u2_caseta_name,u2_carretera_raw,ruta,match_method
68798c739b36b04cf0b7bfcc,aguascalientes,,Zacatecas,Cuauhtémoc-Osiris,MEX-045D,unmatched
68798c739b36b04cf0b7c2c1,aguascalientes,31,El Chichimeco,Libramiento Poniente de Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c054,baja california,72,Puente Colorado,Sonoita-Mexicali (LIBRE),MEX-002,tematico_parent
68798c739b36b04cf0b7c211,baja california,69,Mexicali A1,Libramiento de Mexicali,MEX-D,tematico_parent
68798c739b36b04cf0b7c212,baja california,64,Mexicali A2,Libramiento de Mexicali,MEX-D,tematico_parent
68798c739b36b04cf0b7c234,baja california,72,Puente Inter. San Luis Río Colorado II (Cucapá),Sonoita - Mexicali,MEX-002,tematico_parent
68798c739b36b04cf0b7c2cf,baja california,82,Playas de Tijuana,Tijuana-San Miguel,MEX-001D,tematico_parent
68798c739b36b04cf0b7c2d0,baja california,82,Rosarito,Tijuana-San Miguel,MEX-001D,tematico_parent
68798c739b36b04cf0b7c2d1,baja california,82,Nodo Popotla,Tijuana-San Miguel,MEX-001D,tematico_parent
68798c739b36b04cf0b7c2d2,baja california,82,Ensenada,Tijuana-San Miguel,MEX-001D,tematico_parent
68798c739b36b04cf0b7c2f5,baja california,71,Centinela,Mexicali-Tijuana,MEX-002D,tematico_parent
68798c739b36b04cf0b7c2f6,baja california,77,El Hongo,Mexicali-Tijuana,MEX-002D,tematico_parent
68798c739b36b04cf0b7c2f9,baja california,75,Tijuana,Mexicali-Tijuana,MEX-002D,tematico_parent
68798c739b36b04cf0b7bfc7,baja california sur,104,Aeropuerto los Cabos,Aeropuerto los Cabos-San José del Cabo,MEX-001D,tematico_parent
68798c739b36b04cf0b7bfc9,baja california sur,104,San José del Cabo,Aeropuerto los Cabos-San José del Cabo,MEX-001D,tematico_parent
68798c739b36b04cf0b7c261,baja california sur,116,Cabo San Lucas,San José del Cabo - Cabo San Lucas,MEX-001D,tematico_parent
68798c739b36b04cf0b7c264,baja california sur,113,El Mangle,Ramal a el Mangle,MEX-001D,tematico_parent
68798c739b36b04cf0b7c045,campeche,124,Seybaplaya,Champotón-Campeche,MEX-180D,tematico_parent
68798c739b36b04cf0b7c101,campeche,141,Puente Zacatal,Villahermosa-Cd. Del Carmen (LIBRE),MEX-180,tematico_parent
68798c739b36b04cf0b7c245,campeche,127,Puente de la Unidad,Cd. Del Carmen-Campeche,MEX-180,tematico_parent
68798c739b36b04cf0b7c2d5,campeche,142,Puente Grijalva,Villahermosa-Francisco Escárcega (LIBRE),MEX-186,tematico_parent
68798c739b36b04cf0b7c2d6,campeche,142,Puente Usumacinta,Villahermosa-Francisco Escárcega (LIBRE),MEX-186,tematico_parent
68798c739b36b04cf0b7bfcd,chiapas,192,Chiapa de Corzo,Tuxtla Gutiérrez-San Cristóbal de las Casas,MEX-190D,tematico_parent
68798c739b36b04cf0b7c121,chiapas,153,Las Choapas,Las Choapas-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c124,chiapas,153,Malpasito,Las Choapas-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c127,chiapas,153,Ocozocoautla,Las Choapas-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c235,chiapas,143,Arriaga,Arriaga-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c236,chiapas,143,Jiquipilas,Arriaga-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c237,chiapas,143,Montes Azules,Arriaga-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c238,chiapas,143,Ocozocoautla ,Arriaga-Ocozocoautla,MEX-187D,tematico_parent
68798c739b36b04cf0b7c2e5,chiapas,158,Puente Inter. Rodolfo Robles,Ramal A Cd.Hidalgo (LIBRE),MEX,tematico_parent
68798c739b36b04cf0b7c2fe,chiapas,169,Puente Inter. Shuchiate II (Ing. Luis Cabrera),T. C. (Tapachula-Pto. Madero)-Cd. Hidalgo,MEX,tematico_parent
68798c739b36b04cf0b7bfe3,chihuahua,207,Villa Ahumada,El Sueco-Cd. Juárez,MEX-045,tematico_parent
68798c739b36b04cf0b7bff4,chihuahua,215,Puente Inter. Zaragoza-Ysleta,El Sueco-Cd. Juárez (LIBRE),MEX-045,tematico_parent
68798c739b36b04cf0b7bffd,chihuahua,227,Camargo,Jiménez-Chihuahua,MEX-045D,tematico_parent
68798c739b36b04cf0b7bffe,chihuahua,199,Altavista,Jiménez-Chihuahua,MEX-045D,tematico_parent
68798c739b36b04cf0b7bfff,chihuahua,199,Saucillo,Jiménez-Chihuahua,MEX-045D,tematico_parent
68798c739b36b04cf0b7c0ff,chihuahua,209,Bermejillo,Gómez Palacio-Corralitos,MEX-049D,tematico_parent
68798c739b36b04cf0b7c100,chihuahua,209,Ceballos,Gómez Palacio-Corralitos,MEX-049D,tematico_parent
68798c739b36b04cf0b7c271,chihuahua,215,Puente Inter. Guadalupe - Tornillo,Porvenir - Cd. Juárez,MEX-002,tematico_parent
68798c739b36b04cf0b7c2ad,chihuahua,230,Jiménez,Libramiento Oriente de Chihuahua,MEX-045D,tematico_parent
68798c739b36b04cf0b7c2ae,chihuahua,230,Sacramento,Libramiento Oriente de Chihuahua,MEX-045D,tematico_parent
68798c739b36b04cf0b7c2c4,chihuahua,215,Guadalupe,Libramiento Oriente de Ciudad Juárez,CHIH-048D,tematico_parent
68798c739b36b04cf0b7c2e2,chihuahua,220,Puente Inter. Ojinaga,Chihuahua-Ojinaga (LIBRE),MEX-016,tematico_parent
68798c739b36b04cf0b7c2e3,chihuahua,215,Puente Inter. Paso del Norte,El Sueco-Cd. Juárez (LIBRE),MEX-045,tematico_parent
68798c739b36b04cf0b7c079,coahuila,249,Los Chorros,Puerto  México-Ent. Ojo Caliente,MEX-057D,tematico_parent
68798c739b36b04cf0b7c07a,coahuila,276,La Carbonera (Ojo Caliente),Puerto  México-Ent. Ojo Caliente,MEX-057D,tematico_parent
68798c739b36b04cf0b7c07b,coahuila,249,Huachichil,Puerto  México-Ent. Ojo Caliente,MEX-057D,tematico_parent
68798c739b36b04cf0b7c07e,coahuila,289,La Cuchilla,Torreón-Saltillo,MEX-040D,tematico_parent
68798c739b36b04cf0b7c07f,coahuila,289,Plan de Ayala,Torreón-Saltillo,MEX-040D,tematico_parent
68798c739b36b04cf0b7c10c,coahuila,246,Puente Inter. Piedras Negras II (Coahuila 2000),Monclova-Piedras Negras,MEX-057,tematico_parent
68798c739b36b04cf0b7c23a,coahuila,284,Playa 1,Saltillo - Monterrey y Libramiento Norponiente de Saltillo,MEX-040D,tematico_parent
68798c739b36b04cf0b7c23d,coahuila,284,Playa 2,Saltillo - Monterrey y Libramiento Norponiente de Saltillo,MEX-040D,tematico_parent
68798c739b36b04cf0b7c240,coahuila,290,Playa 3,Saltillo - Monterrey y Libramiento Norponiente de Saltillo,MEX-040D,tematico_parent
68798c739b36b04cf0b7c25b,coahuila,251,San Pedro,Libramiento de la Laguna,MEX-040D,tematico_parent
68798c739b36b04cf0b7c2e6,coahuila,246,Puente Inter. Piedras Negras,Monclova-Piedras Negras (LIBRE),MEX-057,tematico_parent
68798c739b36b04cf0b7c2e8,coahuila,257,Puente Inter. Acuña,Piedras Negras-Cd. Acuña (LIBRE),MEX-002,tematico_parent
68798c739b36b04cf0b7bfd2,colima,311,Acatlán de Juárez,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bfd3,colima,311,Sayula,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bfd4,colima,311,Sayula Remota,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bfd5,colima,311,San Marcos,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7c013,colima,307,Cuyutlán,Armería-Manzanillo,MEX-200D,tematico_parent
68798c739b36b04cf0b7bfe4,distrito federal,352,Santa Fe,Constituyentes-La Marquesa,MEX-015D,tematico_parent
68798c739b36b04cf0b7bfe5,distrito federal,352,Contadero,Constituyentes-La Marquesa,MEX-015D,tematico_parent
68798c739b36b04cf0b7bfe6,distrito federal,352,La Venta,Constituyentes-La Marquesa,MEX-015D,tematico_parent
68798c739b36b04cf0b7c085,distrito federal,340,Tlalpan,México-Cuernavaca,MEX-095D,tematico_parent
68798c739b36b04cf0b7c0f7,distrito federal,349,La Venta (GOB.EDO.),Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c01c,durango,364,Durango,Durango-Gómez Palacio,MEX-040D,tematico_parent
68798c739b36b04cf0b7c01d,durango,364,Yerbanis,Durango-Gómez Palacio,MEX-040D,tematico_parent
68798c739b36b04cf0b7c01e,durango,391,Cuencamé III,Durango-Gómez Palacio,MEX-040D,tematico_parent
68798c739b36b04cf0b7c021,durango,391,León Guzmán,Durango-Gómez Palacio,MEX-040D,tematico_parent
68798c739b36b04cf0b7c0ff,durango,376,Bermejillo,Gómez Palacio-Corralitos,MEX-049D,tematico_parent
68798c739b36b04cf0b7c100,durango,376,Ceballos,Gómez Palacio-Corralitos,MEX-049D,tematico_parent
68798c739b36b04cf0b7c22b,durango,363,Llano Grande,Durango-Villa Unión,MEX-040D,tematico_parent
68798c739b36b04cf0b7c22c,durango,363,Coscomate,Durango-Villa Unión,MEX-040D,tematico_parent
68798c739b36b04cf0b7c22d,durango,363,Mesillas,Durango-Villa Unión,MEX-040D,tematico_parent
68798c739b36b04cf0b7c037,guanajuato,408,León II,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c038,guanajuato,408,Cuerámaro,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c039,guanajuato,408,Plan de Ayala,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c03a,guanajuato,408,San Francisco del Rincón (Remotas),León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c03b,guanajuato,408,Las Joyas,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c03c,guanajuato,408,León,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c03d,guanajuato,409,Unión de San Antonio,León-Aguascalientes,MEX-045D,name_match
68798c739b36b04cf0b7c03e,guanajuato,408,Encarnación,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c133,guanajuato,411,Querétaro,Querétaro-Irapuato,MEX-045D,tematico_parent
68798c739b36b04cf0b7c134,guanajuato,411,Querétaro Bis,Querétaro-Irapuato,MEX-045D,tematico_parent
68798c739b36b04cf0b7c136,guanajuato,411,Apaseo,Querétaro-Irapuato,MEX-045D,tematico_parent
68798c739b36b04cf0b7c137,guanajuato,411,Villagrán,Querétaro-Irapuato,MEX-045D,tematico_parent
68798c739b36b04cf0b7c138,guanajuato,411,Salamanca,Querétaro-Irapuato,MEX-045D,tematico_parent
68798c739b36b04cf0b7c13b,guanajuato,405,Cerro Gordo,Querétaro-Irapuato,MEX-045D,tematico_parent
68798c739b36b04cf0b7c214,guanajuato,405,Cuitzeo,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c215,guanajuato,405,La Cinta,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c218,guanajuato,405,Ent. La Cinta,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c21c,guanajuato,402,Uriangato,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c220,guanajuato,423,Valle de Santiago,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c224,guanajuato,410,Valtierrilla,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c225,guanajuato,405,Ent. Valtierrilla,Morelia-Salamanca,MEX-043D,tematico_parent
68798c739b36b04cf0b7c230,guanajuato,444,Arandas,Libramiento Norponiente de Irapuato (Cuota),MEX-IRA-020D,tematico_parent
68798c739b36b04cf0b7c233,guanajuato,444,Yostiro,Libramiento Norponiente de Irapuato (Cuota),MEX-IRA-020D,tematico_parent
68798c739b36b04cf0b7c24a,guanajuato,429,El Saucillo,Lagos de Moreno - Villa de Arriaga,SLP-080D,tematico_parent
68798c739b36b04cf0b7c24d,guanajuato,443,La Calera,Libramiento de la Piedad,MEX-110D,tematico_parent
68798c739b36b04cf0b7c272,guanajuato,416,Mendoza,Salamanca - Léon,MEX-D,tematico_parent
68798c739b36b04cf0b7c273,guanajuato,416,Romita,Salamanca - Léon,MEX-D,tematico_parent
68798c739b36b04cf0b7c274,guanajuato,416,Puerto Interior Gto.,Salamanca - Léon,MEX-D,tematico_parent
68798c739b36b04cf0b7c281,guanajuato,434,Huichapan,Palmillas-Apaseo,MEX-045D,tematico_parent
68798c739b36b04cf0b7c286,guanajuato,434,Amealco,Palmillas-Apaseo,MEX-045D,tematico_parent
68798c739b36b04cf0b7c290,guanajuato,434,Huimilpan,Palmillas-Apaseo,MEX-045D,tematico_parent
68798c739b36b04cf0b7c295,guanajuato,434,Apaseo el Alto,Palmillas-Apaseo,MEX-045D,tematico_parent
68798c739b36b04cf0b7c29a,guanajuato,434,Apaseo el Grande,Palmillas-Apaseo,MEX-045D,tematico_parent
68798c739b36b04cf0b7c2de,guanajuato,,Puente La Piedad,Irapuato-Guadalajara (LIBRE),MEX-090,unmatched
68798c739b36b04cf0b7bfe9,guerrero,461,Central de Abastos,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7bfea,guerrero,461,Aeropuerto,Cuernavaca-Acapulco,MEX-095D,fuzzy_substring
68798c739b36b04cf0b7bfeb,guerrero,461,Xochitepec,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7bfec,guerrero,461,Ing. Francisco Velasco Durán,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7bfed,guerrero,461,Alpuyeca,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7bfef,guerrero,461,Paso Morelos,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7bff2,guerrero,461,Palo Blanco,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7bff3,guerrero,461,La Venta,Cuernavaca-Acapulco,MEX-095D,tematico_parent
68798c739b36b04cf0b7c08b,guerrero,466,Iguala,Puente de Ixtla-Iguala,MEX-D,tematico_parent
68798c739b36b04cf0b7c08c,guerrero,491,Zacapalco,Zacapalco-Taxco,MEX-D,tematico_parent
68798c739b36b04cf0b7c08d,guerrero,477,Taxco,Zacapalco-Taxco,MEX-D,tematico_parent
68798c739b36b04cf0b7c116,guerrero,465,Feliciano,Nueva Italia-Lázaro Cárdenas,MEX-037D,tematico_parent
68798c739b36b04cf0b7c229,guerrero,480,Técpan,Libramiento de Técpan,MEX-200D,tematico_parent
68798c739b36b04cf0b7bfb5,hidalgo,521,Sahagún,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7bfc1,hidalgo,512,Calpulalpan,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c11d,hidalgo,519,San Alejo (Tejocotal),Ent. Tulancingo-Venta Grande,MEX-132D,tematico_parent
68798c739b36b04cf0b7c14c,hidalgo,504,Atlacomulco,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c15b,hidalgo,,Acambay,Arco Norte Cd. México,MEX-M40D,unmatched
68798c739b36b04cf0b7c16d,hidalgo,,Jilotepec,Arco Norte Cd. México,MEX-M40D,unmatched
68798c739b36b04cf0b7c17b,hidalgo,504,Querétaro,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c189,hidalgo,504,Tula II,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c197,hidalgo,495,Tula I,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c1a5,hidalgo,504,Atitalaquia,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c1b3,hidalgo,504,Apaxco,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c1c1,hidalgo,504,Ajoloapan,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c1cf,hidalgo,504,Pachuca,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c1dd,hidalgo,532,Tulancingo,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c1f5,hidalgo,504,Sanctórum,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c203,hidalgo,504,San Martín Texmelucan,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c213,hidalgo,528,Nuevo Necaxa,Tejocotal-Nuevo Necaxa,MEX-130D,tematico_parent
68798c739b36b04cf0b7bfd2,jalisco,537,Acatlán de Juárez,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bfd3,jalisco,537,Sayula,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bfd4,jalisco,537,Sayula Remota,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bfd5,jalisco,537,San Marcos,Acatlán de Juaréz-El Trapiche,MEX-054D,tematico_parent
68798c739b36b04cf0b7bff5,jalisco,554,Arenal,Guadalajara-Tepic,MEX-015D,tematico_parent
68798c739b36b04cf0b7bff8,jalisco,554,Tequila,Guadalajara-Tepic,MEX-015D,tematico_parent
68798c739b36b04cf0b7bff9,jalisco,554,Plan de Barrancas,Guadalajara-Tepic,MEX-015D,tematico_parent
68798c739b36b04cf0b7bffa,jalisco,554,Santa Ma. Del Oro,Guadalajara-Tepic,MEX-015D,tematico_parent
68798c739b36b04cf0b7c000,jalisco,601,Acatic,Zapotlanejo-Lagos de Moreno,MEX-080D,tematico_parent
68798c739b36b04cf0b7c001,jalisco,601,Tepatitlán,Zapotlanejo-Lagos de Moreno,MEX-080D,tematico_parent
68798c739b36b04cf0b7c004,jalisco,601,San Miguel el Alto,Zapotlanejo-Lagos de Moreno,MEX-080D,tematico_parent
68798c739b36b04cf0b7c005,jalisco,601,Jalostotitlán,Zapotlanejo-Lagos de Moreno,MEX-080D,tematico_parent
68798c739b36b04cf0b7c008,jalisco,601,San Juan de los Lagos,Zapotlanejo-Lagos de Moreno,MEX-080D,tematico_parent
68798c739b36b04cf0b7c03d,jalisco,551,Unión de San Antonio,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c03e,jalisco,549,Encarnación,León-Aguascalientes,MEX-045D,tematico_parent
68798c739b36b04cf0b7c05d,jalisco,556,Jeráhuaro,Maravatío-Zapotlanejo,MEX-015D,fuzzy_substring
68798c739b36b04cf0b7c05e,jalisco,556,Zinapécuaro,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c061,jalisco,556,Copándaro,Maravatío-Zapotlanejo,MEX-015D,fuzzy_substring
68798c739b36b04cf0b7c062,jalisco,556,Huaniqueo,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c063,jalisco,556,Panindícuaro,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c067,jalisco,556,Ecuandureo,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c06a,jalisco,556,Vista Hermosa,Maravatío-Zapotlanejo,MEX-015D,fuzzy_substring
68798c739b36b04cf0b7c06b,jalisco,556,San Francisco de Rivas,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c06c,jalisco,556,Ocotlán,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c070,jalisco,556,La Suceda,Maravatío-Zapotlanejo,MEX-015D,tematico_parent
68798c739b36b04cf0b7c080,jalisco,600,Zapotlanejo (La Joya),Zapotlanejo-Guadalajara,MEX-015D,tematico_parent
68798c739b36b04cf0b7c081,jalisco,600,Vado,Zapotlanejo-Guadalajara,MEX-015D,tematico_parent
68798c739b36b04cf0b7c082,jalisco,600,Cortijo,Zapotlanejo-Guadalajara,MEX-015D,tematico_parent
68798c739b36b04cf0b7c083,jalisco,600,Periférico,Zapotlanejo-Guadalajara,MEX-015D,tematico_parent
68798c739b36b04cf0b7c084,jalisco,600,Arroyo,Zapotlanejo-Guadalajara,MEX-015D,tematico_parent
68798c739b36b04cf0b7c24a,jalisco,555,El Saucillo,Lagos de Moreno - Villa de Arriaga,SLP-080D,tematico_parent
68798c739b36b04cf0b7c26d,jalisco,575,La Laja,Libramiento Sur de Guadalajara,MEX-D,tematico_parent
68798c739b36b04cf0b7c26f,jalisco,575,Chapala,Libramiento Sur de Guadalajara,MEX-D,tematico_parent
68798c739b36b04cf0b7c270,jalisco,575,Santa Cecilia,Libramiento Sur de Guadalajara,MEX-D,tematico_parent
68798c739b36b04cf0b7bfb5,mexico,608,Sahagún,Arco Norte Cd. México,MEX-M40D,tematico_parent
68798c739b36b04cf0b7c02a,mexico,615,Ecatepec,Ecatepec-Pirámides,MEX-132D,tematico_parent
68798c739b36b04cf0b7c02b,mexico,615,Tepexpan,Ecatepec-Pirámides,MEX-132D,tematico_parent
68798c739b36b04cf0b7c05b,mexico,607,San Juanico,Atlácomulco-Maravatío,MEX-015D,tematico_parent
68798c739b36b04cf0b7c05c,mexico,607,Contepec,Atlácomulco-Maravatío,MEX-015D,tematico_parent
68798c739b36b04cf0b7c073,mexico,631,San Cristóbal,México-Tizayuca,MEX-085D,tematico_parent
68798c739b36b04cf0b7c074,mexico,631,Revolución,México-Tizayuca,MEX-085D,tematico_parent
68798c739b36b04cf0b7c076,mexico,631,Ojo de Agua,México-Tizayuca,MEX-085D,tematico_parent
68798c739b36b04cf0b7c077,mexico,631,Ent. Ojo de Agua,México-Tizayuca,MEX-085D,tematico_parent
68798c739b36b04cf0b7c078,mexico,678,Peñón y Texcoco,Peñón-Texcoco,MEX-136D,tematico_parent
68798c739b36b04cf0b7c08e,mexico,653,Lechería,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c099,mexico,661,Ent. San Miguel,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0a2,mexico,653,Lago de Guadalupe,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0ae,mexico,708,Atizapán,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0b9,mexico,653,Madín,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0c3,mexico,653,San Mateo Nopala,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0cd,mexico,653,Cipreses,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0d4,mexico,659,Chamapa,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0dc,mexico,659,Huixquilucan,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0e4,mexico,659,Interlomas,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0ec,mexico,653,Lomas Verdes,Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c0f7,mexico,659,La Venta (GOB.EDO.),Lechería-La Venta,MEX-057D,tematico_parent
68798c739b36b04cf0b7c128,mexico,620,Tepotzotlán,México-Querétaro,MEX-057D,tematico_parent
68798c739b36b04cf0b7c129,mexico,620,Jorobas,México-Querétaro,MEX-057D,tematico_parent
68798c739b36b04cf0b7c12b,mexico,620,Polotitlán,México-Querétaro,MEX-057D,tematico_parent
68798c739b36b04cf0b7c12e,mexico,632,Ixtapaluca,México-Puebla,MEX-150D,tematico_parent
68798c739b36b04cf0b7c12f,mexico,636,Chalco,México-Puebla,MEX-150D,tematico_parent
68798c739b36b04cf0b7c130,mexico,632,San Marcos,México-Puebla,MEX-150D,tematico_parent
